OBJECTID,quadrat,tag,StemTag,sp,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,tree_type,NAD83_X,NAD83_Y,personnel_list,personnel,date_measured,dbh_2023,status_currentCensus,codes_2023,code_choices,notes_currentCensus,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,liana_load,multi stemmed,dbh_2018_mm,numeric_tag,hom_alert,lean_direction,comment_mortality,x,y
54637,1105,113461,1,ceca,,,,1.3,,,,,0,1,recruit,,,IK,IK,10/26/2023 3:12:18 PM,14,LI,,,,,,,,,,,,,,,,,47dbb5ab-23f9-469b-9776-d1d090f5ab8f,10/26/2023 3:12:20 PM,shuej21,10/26/2023 3:12:20 PM,shuej21,ceca,0,,,113461,,,,-78.1452180008258,38.8913599342504
54638,1104,113456,1,libe,,,,,,,,,0,1,recruit,,,IK,IK,10/26/2023 3:23:31 PM,12,LI,,,,,,,,,,,,,,,,,d66441a9-0719-4f0c-b687-2be83c21a9b8,10/26/2023 3:23:32 PM,shuej21,10/26/2023 3:23:32 PM,shuej21,libe,0,,,113456,,,,-78.1452142368886,38.8913169136184
54639,1104,113457,1,ceca,,,,1.3,,,,,,1,recruit,,,IK,IK,10/26/2023 3:29:55 PM,20,LI,,,,,,,,,,,,,,,,,227cd7a1-adda-4613-9467-c5e42ef2a7c9,10/26/2023 3:29:58 PM,shuej21,10/26/2023 3:29:58 PM,shuej21,ceca,0,,,113457,,,,-78.1452036933675,38.891283287322
54640,1306,131692,1,caca,,,,1.3,,,,,,1,recruit,,,RH,RH,10/26/2023 3:05:14 PM,11,LI,M,M,,,,,,,,,,,,,,,782518fe-c87a-42e7-a827-5842ce1684ce,10/26/2023 3:05:16 PM,shuej21,10/26/2023 3:05:16 PM,shuej21,caca,0,,,131692,,,,-78.1447238467106,38.8915716829832
54641,1001,103637,1,caca,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 1:13:05 PM,16,LI,,,,,,,,,,,,,,,,,45354bea-8b84-4895-8db8-94d37c863a6c,10/27/2023 1:13:08 PM,shuej21,10/27/2023 1:13:08 PM,shuej21,caca,0,,,103637,,,,-78.1455702328732,38.8907506629478
54642,1001,103638,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 1:36:28 PM,16,LI,,,,,,,,,,,,,,,,,10f24e1e-6ed5-40d9-8acc-f1ea71e38a00,10/27/2023 1:36:37 PM,shuej21,10/27/2023 1:36:37 PM,shuej21,libe,0,,,103638,,,,-78.1455969676278,38.8907248317528
54643,1001,103639,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 1:43:07 PM,20,LI,,,,,,,,,,,,,,,,,564348a7-d427-494b-a28c-b500e88a740b,10/27/2023 1:43:11 PM,shuej21,10/27/2023 1:43:11 PM,shuej21,libe,0,,,103639,,,,-78.1455904216067,38.8907188466105
54644,1001,103640,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 1:48:29 PM,10,LI,,,,,,,,,,,,,,,,,4a36b11a-26b6-4740-b7c5-64dd589d4966,10/27/2023 1:48:37 PM,shuej21,10/27/2023 1:48:37 PM,shuej21,libe,0,,,103640,,,,-78.1456020413127,38.8906961394249
54645,1001,103641,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 1:52:05 PM,19,LI,,,,,,,,,,,,,,,,,f9891a93-0b01-4763-a305-4330c36cb2df,10/27/2023 1:52:09 PM,shuej21,10/27/2023 1:52:09 PM,shuej21,libe,0,,,103641,,,,-78.1456276989861,38.8906929657611
54646,1001,103552,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 2:08:26 PM,15,LI,,,,,,,,,,,,,,,,,33d83dfd-282b-45e1-9efd-af560b40bbbd,10/27/2023 2:08:33 PM,shuej21,10/27/2023 2:08:53 PM,shuej21,libe,0,,,103552,,,,-78.1456238497059,38.8906995480212
54647,1001,103551,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 3:04:57 PM,13,LI,,,,,,,,,,,,,,,,,44c2d3a6-2527-4c6d-99be-6295da981334,10/27/2023 3:05:07 PM,shuej21,10/27/2023 3:05:07 PM,shuej21,libe,0,,,103551,,,,-78.145520011675,38.8907424760295
54648,1001,103550,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 3:21:26 PM,13,LI,,,,,,,,,,,,,,,,,1ece7223-94a5-4144-8b7f-a274a04b6957,10/27/2023 3:21:28 PM,shuej21,10/27/2023 3:21:28 PM,shuej21,libe,0,,,103550,,,,-78.1454951283486,38.8907543659004
54649,1001,103549,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,10/27/2023 3:25:27 PM,20,LI,,,,,,,,,,,,,,,,,c0f82987-5f43-4bf3-857f-3e81e60c296e,10/27/2023 3:25:28 PM,shuej21,10/27/2023 3:25:28 PM,shuej21,libe,0,,,103549,,,,-78.1454807687821,38.8907716235155
54650,1010,103669,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:11:52 PM,11,LI,,,,,,,,,,,,,,,,,54b22eb7-0777-4f5e-9280-ffcc3d3d30f4,10/27/2023 1:11:54 PM,shuej21,10/27/2023 1:11:54 PM,shuej21,caca,0,,,103669,,,,-78.1456242655183,38.8923959503875
54651,1010,103646,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:16:07 PM,11,LI,M,M,,,,,,,,,,,,,,,2d3809ff-52a2-4a22-a610-1875cb478daf,10/27/2023 1:16:09 PM,shuej21,10/27/2023 1:16:09 PM,shuej21,caca,0,,,103646,,,,-78.1455945860887,38.8923987394248
54652,1010,103647,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:20:13 PM,11,LI,,,,,,,,,,,,,,,,,ed51ea2d-c269-4bb2-b5e0-95a70d86454c,10/27/2023 1:20:14 PM,shuej21,10/27/2023 1:20:14 PM,shuej21,caca,0,,,103647,,,,-78.1456194209069,38.8923740121391
54653,1010,103652,1,quru,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:29:36 PM,10,LI,,,,,,,,,,,,,,,,,b8af3ab9-e1ae-4e52-832d-896d46bcddc3,10/27/2023 1:29:37 PM,shuej21,10/27/2023 1:29:37 PM,shuej21,quru,0,,,103652,,,,-78.1456138792032,38.8923499574575
54654,1010,103662,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:53:13 PM,16,LI,,,,,,,,,,,,,,,,,25cf5c8b-207e-42b4-a7d7-7201b436962b,10/27/2023 1:53:15 PM,shuej21,10/27/2023 1:53:15 PM,shuej21,caca,0,,,103662,,,,-78.1455324155046,38.8923845697918
54655,1010,103645,1,libe,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:54:08 PM,10,LI,,,,,,,,,,,,,,,,,9fa98217-004d-4333-b9f8-5c28a5641f2a,10/27/2023 1:54:09 PM,shuej21,10/27/2023 1:54:09 PM,shuej21,libe,0,,,103645,,,,-78.1455313231532,38.8923910826762
54656,1010,103675,1,frsp,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 1:59:30 PM,12,LI,,,,,,,,,,,,,,,,,ea4a0efc-1cba-42d2-9d9f-6ed155683dd3,10/27/2023 1:58:33 PM,shuej21,10/27/2023 1:59:59 PM,shuej21,frsp,0,,,103675,,,,-78.1455235832723,38.892371820198
54657,1010,103673,1,ceca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:06:32 PM,13,LI,M,M,,,,,,,,,,,,,,,07f8b69d-3794-49da-bc9f-f25b1c0f8745,10/27/2023 2:06:35 PM,shuej21,10/27/2023 2:06:35 PM,shuej21,ceca,0,,,103673,,,,-78.1455259440446,38.8923645354142
54658,1010,103674,1,cato,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:12:49 PM,16,LI,,,,,,,,,,,,,,,,,708e699a-5acb-4946-b48f-fb6e5ad3bf7e,10/27/2023 2:12:51 PM,shuej21,10/27/2023 2:12:51 PM,shuej21,cato,0,,,103674,,,,-78.1455433830342,38.8923583063962
54659,1010,103650,1,frsp,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:15:46 PM,10,LI,,,,,,,,,,,,,,,,,aac76117-6c5b-4cba-9966-705fb24d28cf,10/27/2023 2:15:48 PM,shuej21,10/27/2023 2:15:48 PM,shuej21,frsp,0,,,103650,,,,-78.1455393460068,38.892353638652
54660,1010,103651,1,caovl,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:16:46 PM,10,LI,,,,,,,,,,,,,,,,,2b35574d-35a3-4daf-b962-ad4605ba747e,10/27/2023 2:16:47 PM,shuej21,10/27/2023 2:16:47 PM,shuej21,caovl,0,,,103651,,,,-78.1455495463739,38.8923510768467
54661,1010,103660,1,ceca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:34:20 PM,18,LI,,,,,,,,,,,,,,,,,635696d3-146c-4ee2-92c1-35f99ccfe2f0,10/27/2023 2:19:34 PM,shuej21,10/27/2023 2:34:30 PM,shuej21,ceca,0,,,103660,,,,-78.1455563547043,38.8923362262027
54662,1010,103661,1,quru,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 2:34:04 PM,12,LI,,,,,,,,,,,,,,,,,35a20de0-8542-4bb7-b46e-4ad0a7a8d847,10/27/2023 2:23:14 PM,shuej21,10/27/2023 2:34:42 PM,shuej21,quru,0,,,103661,,,,-78.1455405677167,38.8923306285432
54663,1010,103659,1,fram,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 4:00:03 PM,13,LI,,,,,,,,,,,,,,,,,0f78d29d-e159-491e-bcc8-e50cb8c2929c,10/27/2023 2:37:42 PM,shuej21,10/27/2023 4:00:08 PM,shuej21,fram,0,,,103659,,,,-78.1455510061395,38.8922921084441
54664,1010,103657,1,fram,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:58:21 PM,11,LI,,,,,,,,,,,,,,,,,2fd740bc-6a17-4084-87d3-dfbacb5e5e3a,10/27/2023 2:44:53 PM,shuej21,10/27/2023 3:58:30 PM,shuej21,fram,0,,,103657,,,,-78.145617679977,38.8923017480873
54665,1010,103671,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:00:06 PM,10,LI,,,,,,,,,,,,,,,,,8af970e6-d385-4ce8-a02a-ddf4324b27e3,10/27/2023 3:00:08 PM,shuej21,10/27/2023 3:00:08 PM,shuej21,caca,0,,,103671,,,,-78.145573214284,38.8922786065134
54666,1010,103658,1,fram,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:59:30 PM,10,LI,,,,,,,,,,,,,,,,,c54a7959-41db-43e9-948c-d2a62fb4c4ad,10/27/2023 3:01:15 PM,shuej21,10/27/2023 3:59:37 PM,shuej21,fram,0,,,103658,,,,-78.145568307687,38.8922854564138
54667,1010,103670,1,fram,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:59:44 PM,13,LI,,,Probably fram but complicated to be sure without the leaves,,,,,,,,,,,,,,0a3b12e4-4027-4912-850e-09d8d2d8016c,10/27/2023 3:03:18 PM,shuej21,10/27/2023 3:59:50 PM,shuej21,fram,0,,,103670,,,,-78.1455665335144,38.8922916015367
54668,1010,103676,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:06:31 PM,12,LI,,,,,,,,,,,,,,,,,b5070ab8-3767-43a9-a1c8-9934404d04da,10/27/2023 3:06:33 PM,shuej21,10/27/2023 3:06:33 PM,shuej21,caca,0,,,103676,,,,-78.1455401778508,38.8922858088011
54669,1010,103677,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:08:30 PM,12,LI,,,,,,,,,,,,,,,,,bda24b51-f6c1-49d3-8561-be9a8d886a87,10/27/2023 3:08:31 PM,shuej21,10/27/2023 3:08:31 PM,shuej21,caca,0,,,103677,,,,-78.1455355182917,38.8922725166232
54670,1010,103678,1,ceca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:09:26 PM,10,LI,,,,,,,,,,,,,,,,,fcaed199-3e7f-41bf-b8b5-7de025665b5b,10/27/2023 3:09:28 PM,shuej21,10/27/2023 3:09:28 PM,shuej21,ceca,0,,,103678,,,,-78.1455276095259,38.8922806446315
54671,1010,103664,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:18:26 PM,26,LI,M,M,,,,,,,,,,,,,,,6c346202-4115-4d31-b507-bcac615ca1e2,10/27/2023 3:18:28 PM,shuej21,10/27/2023 3:18:28 PM,shuej21,caca,0,,,103664,,,,-78.1455145471242,38.8923308473865
54672,1010,103665,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:26:20 PM,11,LI,,,,,,,,,,,,,,,,,ded4bcbb-f2bc-4e73-92f6-40c897e2d371,10/27/2023 3:26:21 PM,shuej21,10/27/2023 3:26:21 PM,shuej21,caca,0,,,103665,,,,-78.1454703078037,38.8923527751586
54673,1010,103666,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:29:44 PM,12,LI,,,,,,,,,,,,,,,,,34922741-f819-47ee-9ca6-5ce20c189a82,10/27/2023 3:29:46 PM,shuej21,10/27/2023 3:29:46 PM,shuej21,caca,0,,,103666,,,,-78.1454797356193,38.8923601298623
54674,1010,103667,1,acpl,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:30:58 PM,12,LI,,,,,,,,,,,,,,,,,de33a292-e598-4d8e-acd5-9a3bbdcd7eb5,10/27/2023 3:31:00 PM,shuej21,10/27/2023 3:31:00 PM,shuej21,acpl,0,,,103667,,,,-78.1454695945411,38.8923601424472
54675,1010,103656,1,quru,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:37:04 PM,15,LI,,,,,,,,,,,,,,,,,8b2b3b5d-0d55-4f25-be3f-34fd50576ab3,10/27/2023 3:37:05 PM,shuej21,10/27/2023 3:37:05 PM,shuej21,quru,0,,,103656,,,,-78.1454874530426,38.89237434914
54676,1010,103672,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:40:40 PM,18,LI,,,,,,,,,,,,,,,,,039a8580-e095-41e9-a085-2342e4f280d8,10/27/2023 3:40:41 PM,shuej21,10/27/2023 3:40:41 PM,shuej21,caca,0,,,103672,,,,-78.1454867478643,38.8923895332863
54677,1010,103668,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:42:38 PM,15,LI,M,M,,,,,,,,,,,,,,,7a440bec-a710-4f46-b63f-1a7dc20fa81f,10/27/2023 3:42:40 PM,shuej21,10/27/2023 3:42:40 PM,shuej21,caca,0,,,103668,,,,-78.1454888616001,38.892381308803
54678,1010,103649,1,quru,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:46:51 PM,12,LI,,,,,,,,,,,,,,,,,8629022a-4d71-48ff-950a-eb153e82e5c5,10/27/2023 3:46:53 PM,shuej21,10/27/2023 3:46:53 PM,shuej21,quru,0,,,103649,,,,-78.1455252280849,38.8924064486061
54679,1010,103663,1,fram,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:57:16 PM,12,LI,,,,,,,,,,,,,,,,,1d334266-0a39-4bac-951d-d9584a29ee54,10/27/2023 3:50:26 PM,shuej21,10/27/2023 3:57:26 PM,shuej21,fram,0,,,103663,,,,-78.1454609266973,38.8923972732342
54680,1010,103653,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 3:52:12 PM,18,LI,,,,,,,,,,,,,,,,,0b4741f6-dbfc-467e-8684-6867afd9b7b8,10/27/2023 3:52:14 PM,shuej21,10/27/2023 3:52:14 PM,shuej21,caca,0,,,103653,,,,-78.1454428759557,38.8923953378968
54681,1010,103655,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:45:19 PM,12,LI,,,,,,,,,,,,,,,,,549087df-71af-4bdc-9b8f-ddfa436ef5c5,10/27/2023 5:45:21 PM,shuej21,10/27/2023 5:45:21 PM,shuej21,caca,0,,,103655,,,,-78.145432480661,38.8922913617116
54682,1010,103648,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:46:55 PM,11,LI,,,,,,,,,,,,,,,,,2cd43e1d-6fb3-4e7e-8593-f68f78061882,10/27/2023 5:46:58 PM,shuej21,10/27/2023 5:46:58 PM,shuej21,caca,0,,,103648,,,,-78.1454227501138,38.8922768851177
54683,1010,103679,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:48:49 PM,11,LI,,,,,,,,,,,,,,,,,0ec1219e-a5a1-43a4-a9ee-f28d8910e7d8,10/27/2023 5:48:50 PM,shuej21,10/27/2023 5:48:50 PM,shuej21,caca,0,,,103679,,,,-78.1454514009748,38.8922415644556
54684,1010,103680,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:51:10 PM,10,LI,,,,,,,,,,,,,,,,,33238281-fd55-4b8b-b111-716caccd83f7,10/27/2023 5:51:12 PM,shuej21,10/27/2023 5:51:12 PM,shuej21,caca,0,,,103680,,,,-78.1454273755403,38.8922371679863
54685,1010,103681,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:52:55 PM,10,LI,,,,,,,,,,,,,,,,,afe6a36e-0248-458f-a582-20e6c4fc41bc,10/27/2023 5:52:57 PM,shuej21,10/27/2023 5:52:57 PM,shuej21,caca,0,,,103681,,,,-78.1454172739887,38.892226150944
54686,1009,103682,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 5:58:05 PM,14,LI,M,M,,,,,,,,,,,,,,,31d404c5-e000-4e9d-9d9b-009d793fd17f,10/27/2023 5:58:06 PM,shuej21,10/27/2023 5:58:06 PM,shuej21,caca,0,,,103682,,,,-78.1454156974483,38.8921879538109
54687,1009,103683,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:00:38 PM,11,LI,,,,,,,,,,,,,,,,,6b40c0de-0725-461c-b9e9-4cc0c7f32feb,10/27/2023 6:00:40 PM,shuej21,10/27/2023 6:00:40 PM,shuej21,caca,0,,,103683,,,,-78.1454329397066,38.8921872511312
54688,1009,103684,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:30:19 PM,11,LI,,,,,,,,,,,,,,,,,bed786ca-6c67-4ced-8a17-6ae625963d39,10/27/2023 6:30:21 PM,shuej21,10/27/2023 6:30:21 PM,shuej21,caca,0,,,103684,,,,-78.1455359135555,38.8921912917218
54689,1009,103685,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:32:22 PM,11,LI,,,,,,,,,,,,,,,,,04ec9f8d-8806-4db6-a998-aac5b48051c8,10/27/2023 6:32:24 PM,shuej21,10/27/2023 6:32:24 PM,shuej21,caca,0,,,103685,,,,-78.1455521443112,38.8921889103005
54690,1009,103686,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:34:19 PM,10,LI,,,,,,,,,,,,,,,,,fab7465f-abf5-48ac-b254-4b9a715af234,10/27/2023 6:34:22 PM,shuej21,10/27/2023 6:34:22 PM,shuej21,caca,0,,,103686,,,,-78.1455765398513,38.892197669683
54691,1009,103687,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:35:30 PM,11,LI,M,M,,,,,,,,,,,,,,,d930cd84-4534-49e5-bbc4-89ad741e320b,10/27/2023 6:35:32 PM,shuej21,10/27/2023 6:35:32 PM,shuej21,caca,0,,,103687,,,,-78.1456141307414,38.8921919160965
54692,1009,103688,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:39:28 PM,12,LI,,,,,,,,,,,,,,,,,70f9c8dd-a258-4c6b-ae87-bddd2e6921f2,10/27/2023 6:39:29 PM,shuej21,10/27/2023 6:39:29 PM,shuej21,caca,0,,,103688,,,,-78.1455869180859,38.8921754782691
54693,1009,103689,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 6:51:46 PM,13,LI,,,,,,,,,,,,,,,,,a3385f0f-51dc-4646-bb57-fef2489c04dd,10/27/2023 6:51:47 PM,shuej21,10/27/2023 6:51:47 PM,shuej21,caca,0,,,103689,,,,-78.1455803801522,38.8921292397825
54694,1009,103690,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:12:03 PM,11,LI,,,,,,,,,,,,,,,,,fe03221a-c12b-41e5-8c5a-675626b5c500,10/27/2023 7:13:05 PM,shuej21,10/27/2023 7:13:05 PM,shuej21,caca,0,,,103690,,,,-78.1456189259557,38.8920522357033
54695,1008,103553,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:14:55 PM,11,LI,,,,,,,,,,,,,,,,,bfc167da-4611-41cf-b624-6dfc61257f8c,10/27/2023 7:14:56 PM,shuej21,10/27/2023 7:14:56 PM,shuej21,caca,0,,,103553,,,,-78.1455882727537,38.8920374947675
54696,1008,103999,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:16:14 PM,12,LI,,,,,,,,,,,,,,,,,d23613a4-14b0-4626-9ab8-4d7ecff9b3fe,10/27/2023 7:16:15 PM,shuej21,10/27/2023 7:16:15 PM,shuej21,caca,0,,,103999,,,,-78.1456064645316,38.89202658537
54697,1008,104000,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:20:02 PM,10,LI,,,,,,,,,,,,,,,,,324f0a51-8f51-4203-8f28-4a20ad0a81fb,10/27/2023 7:20:03 PM,shuej21,10/27/2023 7:20:03 PM,shuej21,caca,0,,,104000,,,,-78.1455802184637,38.8919999470768
54698,1008,103376,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:21:22 PM,10,LI,,,,,,,,,,,,,,,,,31b53cf9-b84d-4e63-8950-153efcfefadb,10/27/2023 7:21:01 PM,shuej21,10/27/2023 7:21:29 PM,shuej21,caca,0,,,103376,,,,-78.1455862012422,38.8919909611347
54699,1008,103377,1,caca,,,,,,,,,,1,recruit,,,CP,CP,10/27/2023 7:34:51 PM,13,LI,,,,,,,,,,,,,,,,,993fca8c-2a6b-43a1-a7e6-a979eadca0a1,10/27/2023 7:34:53 PM,shuej21,10/27/2023 7:34:53 PM,shuej21,caca,0,,,103377,,,,-78.1454139493366,38.892041738819
54700,1305,131693,1,frsp,,,,1.3,,,,,,1,recruit,,,RH,RH,10/27/2023 3:09:19 PM,14,LI,,,,,,,,,,,,,,,,,b66b342f-5388-4764-8014-d3d7fe381953,10/27/2023 3:09:21 PM,shuej21,10/27/2023 3:09:21 PM,shuej21,frsp,0,,,131693,,,,-78.1447180076717,38.8914353134414
54701,0907,90912,1,caco,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 1:22:24 PM,10,LI,,,,,,,,,,,,,,,,,ce4aad06-3ff5-49d1-9321-a60f2941130e,10/27/2023 1:22:25 PM,shuej21,10/27/2023 1:22:25 PM,shuej21,caco,0,,,90912,,,,-78.1457052953671,38.8917873787593
54702,0907,90913,1,caca,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 1:24:27 PM,13,LI,,,,,,,,,,,,,,,,,88be3a71-cba9-4218-bc31-1eaabe492a42,10/27/2023 1:24:29 PM,shuej21,10/27/2023 1:24:29 PM,shuej21,caca,0,,,90913,,,,-78.1457044042399,38.8917661115441
54703,0907,90914,1,libe,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 1:35:55 PM,10,LI,,,,,,,,,,,,,,,,,cb66865c-a8da-4d48-99f8-f7b99ace84c0,10/27/2023 1:35:56 PM,shuej21,10/27/2023 1:35:56 PM,shuej21,libe,0,,,90914,,,,-78.1457857870896,38.8917390494489
54704,0906,90915,1,ceca,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 3:21:22 PM,13,LI,,,,,,,,,,,,,,,,,de1f8de2-931c-4afa-bcf4-fa2a2767ae79,10/27/2023 2:50:33 PM,shuej21,10/27/2023 3:21:30 PM,shuej21,ceca,0,,,90915,,,,-78.1458103838587,38.8916457251601
54705,0906,90916,1,libe,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 2:52:40 PM,11,LI,,,,,,,,,,,,,,,,,cd41ed94-bedb-4495-b583-1b39f970a405,10/27/2023 2:52:41 PM,shuej21,10/27/2023 2:52:41 PM,shuej21,libe,0,,,90916,,,,-78.1458350668597,38.8916526345537
54706,0906,90917,1,caca,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 3:16:52 PM,10,LI,,,,,,,,,,,,,,,,,fe640818-1bc0-43ad-911a-a323bbd0f3fe,10/27/2023 3:16:53 PM,shuej21,10/27/2023 3:16:53 PM,shuej21,caca,0,,,90917,,,,-78.1458100083652,38.8916121025157
54707,0906,90918,1,libe,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 3:34:23 PM,13,LI,,,,,,,,,,,,,,,,,0e35d81b-01ba-4463-bdeb-b8b815747372,10/27/2023 3:34:25 PM,shuej21,10/27/2023 3:34:25 PM,shuej21,libe,0,,,90918,,,,-78.1457529923092,38.8916518199946
54708,0906,90919,1,ulru,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 5:46:19 PM,10,LI,,,,,,,,,,,,,,,,,c444dc0b-2027-4de2-aa73-c968ba2efb08,10/27/2023 5:46:20 PM,shuej21,10/27/2023 5:46:20 PM,shuej21,ulru,0,,,90919,,,,-78.1457076795036,38.8916528799644
54709,0906,90920,1,libe,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 6:01:06 PM,11,LI,,,,,,,,,,,,,,,,,65aaabf8-6af1-4576-916e-488cf40cd36c,10/27/2023 6:01:07 PM,shuej21,10/27/2023 6:01:07 PM,shuej21,libe,0,,,90920,,,,-78.1456450534712,38.8916802420454
54710,0906,90921,1,caco,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 6:23:58 PM,10,LI,,,,,,,,,,,,,,,,,d980e6b9-9e4d-4808-9eb5-caf750dd0101,10/27/2023 6:24:30 PM,shuej21,10/27/2023 6:24:30 PM,shuej21,caco,0,,,90921,,,,-78.1457431575573,38.8916389535045
54711,0906,90922,1,fram,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 7:26:11 PM,11,LI,,,,,,,,,,,,,,,,,33bed27e-cbb5-418c-91e7-a8cf5a1f32f4,10/27/2023 7:26:13 PM,shuej21,10/27/2023 7:26:13 PM,shuej21,fram,0,,,90922,,,,-78.1457414094429,38.8915350615137
54712,0906,90923,1,caca,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 7:47:19 PM,14,LI,,,,,,,,,,,,,,,,,9a318098-5acb-4f20-bcf7-886bab022841,10/27/2023 7:47:20 PM,shuej21,10/27/2023 7:47:20 PM,shuej21,caca,0,,,90923,,,,-78.1457816359876,38.8915554897709
54713,0906,90924,1,caca,,,,,,,,,,1,recruit,,,KB,KB,10/27/2023 7:48:57 PM,15,LI,M,M,,,,,,,,,,,,,,,b3c74a63-2fe1-4680-ad72-e7c4bd7b5475,10/27/2023 7:48:58 PM,shuej21,10/27/2023 7:48:58 PM,shuej21,caca,0,,,90924,,,,-78.1457856325903,38.8915666278769
54714,1104,113458,1,caca,,,,1.3,,,,,,1,recruit,,,IK,IK,10/27/2023 1:18:30 PM,16,LI,,,,,,,,,,,,,,,,,913927ec-bc58-4adc-b083-2437ecd8e641,10/27/2023 1:18:33 PM,shuej21,10/27/2023 1:18:33 PM,shuej21,caca,0,,,113458,,,,-78.1453752311081,38.8913055643232
