OBJECTID,quadrat,tag,StemTag,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,dbh_2023,status_2023,codes_2023,code_choices,notes_2023,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,dbh_2018_mm,numeric_tag,hom_alert,lean_direction
17963,1702,170710,7,16.8,4.4,1.8,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,650800c8-b6ed-4b34-836a-19676fe72fc6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
17964,1702,170713,2,19,5.6,2.7,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,61a94215-4244-4043-914d-e2ec7b2b96d3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
17965,1702,170713,3,19,5.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,1373ffd9-4082-44ba-9397-0d8e61242aca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17966,1702,170714,2,19.2,5.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,84b1ac77-0516-42dc-a625-2dcda571e1b3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17967,1702,170715,2,19.5,4.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8ac21422-bf8b-436f-bd5f-8631ca10b347,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17968,1702,170715,3,19.5,4.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d1dc783c-19e2-46da-8ae5-dba7ee919cef,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17969,1702,170719,2,17.9,7.5,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,bf854e64-a0b9-426b-9d7d-91735263d00f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17970,1702,170720,2,17.9,7.6,3.2,1.3,L;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,104cd0a6-79f0-4b93-9a2c-63286d5e61c0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,32,,,
17971,1702,170720,3,17.9,7.6,2.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f066040f-8793-4782-9263-03d5a09d4161,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
17972,1702,170730,2,16.3,6.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3100ea2e-3462-4a2c-b361-0c7d417ccce6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17973,1702,170732,2,15,6.6,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,63e6bff9-4c88-4d01-a977-8e4f3e198d3c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
17974,1702,170733,2,15.1,7.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,77435b01-9e3c-41e7-9ede-a6c9341b7212,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17975,1702,170733,3,15.1,7.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5c646b10-3fd4-4fc4-8dd5-36b740ead81f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17976,1702,170733,4,15.1,7.6,2,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0e36a551-3415-4999-9bf3-19335b8b8823,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
17977,1702,170735,2,15.5,6.9,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,218e034a-c15b-473a-8ad0-c64debbf776f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17978,1702,170735,3,15.5,6.9,2.3,1.3,J;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,80d956cb-081f-42d8-a1e4-335a0498e5f1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
17979,1702,170735,4,15.5,6.9,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,90f8ad70-0a56-4d11-a040-32aa8063305c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
17980,1702,170740,2,15.8,7.8,1.5,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,726ad806-d1fb-4b57-b8f7-5e85735a81e7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
17981,1702,170742,2,15.6,7.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,79ad5b39-dbcb-4813-99cd-9ae003fe7431,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17982,1702,170746,2,14.6,7.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5fa10147-38bd-441a-8d26-000be1056db9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17983,1702,170746,3,14.6,7.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ebe883ae-fea9-48b1-a147-51b5a96873b1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17984,1702,170747,2,14.3,7.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6ddef737-d533-4410-90a2-4c821bec7016,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17985,1702,170755,2,13,7.6,2.7,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e332145f-ca95-4eb3-9ed5-934ddebb0b15,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
17986,1702,170758,2,12.5,6.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e6d10cf2-490e-47a2-8f6d-0996707999f7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17987,1702,170767,2,13.9,9.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0d80ff3b-2815-4dc1-a9a6-e22ca102a0d4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17988,1702,170767,3,13.9,9.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,bc4d9975-2583-47ba-9ab6-612839fd64a6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17989,1702,170771,2,14.8,8.7,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2f942959-9ee4-4f47-8188-a77f1ee5a34a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17990,1702,170772,2,14.7,9,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0d390d3c-8ca5-461a-acdb-67927657547b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17991,1702,170772,3,14.7,9,2.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,51a70759-222f-4944-8d8c-a1d0ca56bf54,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
17992,1702,170780,2,16.8,8.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,1af4d7f9-a27b-48f9-badd-250a034a2d02,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17993,1702,170780,3,16.8,8.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a66c0758-4875-4016-82cd-124c1e0df5c3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17994,1702,170783,2,17.6,8.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,4c71e9ec-70b1-42ad-810a-e351bb4407ca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
17995,1702,170787,2,18.5,8.3,2.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7878d7b1-fda9-4e59-90bd-1818e19b914f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
17996,1702,170787,3,18.5,8.3,2,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,5beb1413-120e-4962-baa2-71031327d5cf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
17997,1702,170787,4,18.5,8.3,2,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e3d63b60-d63d-4350-a703-e4beed99c769,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
17998,1702,170787,5,18.5,8.3,1.2,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d3005970-449c-43e2-b642-9cd8f302e9e1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
17999,1702,170788,2,19.2,10.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f1d2a474-44fe-4031-b529-64337fb33b60,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18000,1702,170789,2,19.9,10.4,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,9f438d70-4079-4502-a1a8-ec1f271dc3b6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
18001,1702,170800,2,18,10.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,49e72ec4-2dd8-4c8a-810e-b378bc999e41,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18002,1702,170801,2,18.4,11.1,6.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0af94190-6f10-4a39-84e3-7eea8b6c4f52,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,62,,,
18003,1702,170804,2,16.5,10.8,1.9,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,57200dc7-daa9-4b83-869d-b6ad9fc24725,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
18004,1702,170806,2,15.1,11.5,1.1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a2420395-827b-4883-9a50-2fb8f0e869a8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18005,1702,170811,2,13.8,10.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2ee1789d-6eb1-4278-9ad6-aa44b7edaa11,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18006,1702,170811,3,13.8,10.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9b5e0a85-0b79-4092-b344-54dcc4103925,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18007,1702,170814,2,13,10.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,36a5c432-6c80-4f26-a87a-23abd8212a05,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18008,1702,170814,3,13,10.8,2.2,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,49554c7d-6273-47fa-93ae-6506cd43c4f3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
18009,1702,170816,2,14.6,10,1.4,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3633698f-fe8e-4e56-9fdc-2d3fa442df35,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
18010,1702,170816,3,14.6,10,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,242a5ab3-a599-4c70-ab54-94b54ca10894,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
18011,1702,170820,2,12.2,11.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,7997d399-f013-4bf4-9430-8a26a759a9d0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18012,1702,170831,2,12.5,11,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,465b412e-3585-414f-970c-5a5d873b83d3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18013,1702,170842,2,13.9,13.8,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a6aec82e-0afb-45fb-b50d-466a81324113,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
18014,1702,170842,3,13.9,13.8,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,adfa6322-6195-48e1-b286-1f7bad1e07da,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
18015,1702,170845,2,17.4,13.9,1.9,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,1e279424-5f70-43a7-8fa5-57dc9d5178ea,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
18016,1702,170845,3,17.4,13.9,2.3,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7f906817-2937-40a6-b4d9-f7ed7cab5f24,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
18017,1702,170845,4,17.4,13.9,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3ce7dfe9-46c0-45fb-9516-7848c7705680,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
18018,1702,170849,2,16.9,16.2,2.1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,05fcfacd-8f90-4555-a2ee-dc86bae6b684,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
18019,1702,170849,3,16.9,16.2,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7811beb5-1f0d-4be3-87a4-7c8cb2e30007,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
18020,1702,170850,2,15.7,17.9,4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,96ed09a6-05a8-425c-b5ea-fb8a9b885f6b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,40,,,
18021,1702,170852,2,14,18.3,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,05882da1-1413-40a4-a140-62d30149605d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18022,1702,170854,2,11.7,15.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9e37cf47-2483-4e41-a85d-4f6a391b9fcd,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18023,1702,170855,2,13.1,19,1.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8f450747-d1a8-4f6c-b453-b45637c26252,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18024,1702,170858,2,12.1,19.5,1.3,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e5c8f213-b07f-4f3a-b265-252600f159be,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
18025,1702,170859,2,12,19.4,1.3,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,20f3720d-08b4-4d1b-9dd9-bc9cc95cab06,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
18026,1702,170861,2,10.8,17.7,2.1,1.3,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,675216eb-017a-4887-a9bb-2ec29609c947,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
18027,1702,170863,2,8.9,18.6,1.1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,2ae515ec-1c16-42bf-b98b-c7944c7cbb62,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18028,1702,170864,2,8.5,18.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a825cd72-3a57-4b47-a5d7-21ebc3a9d894,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18029,1702,170864,3,8.5,18.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f235afd8-7a33-49e0-8b99-76fcc0860bfa,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18030,1702,170865,2,9.5,17.8,,,DC;TR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5b17e6b7-2262-4bea-a992-8dc8533cb9b0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18031,1702,170870,2,7.2,17.9,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,84d84ed6-23cf-47c0-8e55-4988955570d4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18032,1702,170870,3,7.2,17.9,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6138b5fc-5b2c-49a0-8053-361cee157393,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18033,1702,170871,2,7.4,17.8,2.2,1.3,P;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,065eb6f8-531b-469b-9416-ea6e05ffae62,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
18034,1702,170873,2,8.1,18.2,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,def52d71-2dc0-4017-9151-bfbbf8f91040,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18035,1702,170876,2,8.1,18.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9db5a7ba-07b8-4d2a-8529-671920f2a4b0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18036,1702,170876,3,8.1,18.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a9bea79d-cc01-4aa2-baa3-8c6745d00a22,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18037,1702,170877,2,8.1,19.3,2.5,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,5bc9e36c-bda8-4ecd-b996-61dcc1e16bc8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
18038,1702,170879,2,5.8,15.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f6022cc1-b2a5-490b-92ef-e06382190810,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18039,1702,170879,3,5.8,15.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,472e94eb-e64a-4072-8275-ad7a366d479c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18040,1702,170879,4,5.8,15.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,481e3509-c703-4a22-b7f7-dfc57532a33c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18041,1702,170882,2,5.4,17.6,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,188aa82d-c3c1-4e17-a474-7257325d4b39,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18042,1702,170882,3,5.4,17.6,1.9,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,20d25a92-f247-498d-b5a2-b11aa1195f47,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
18043,1702,170882,4,5.4,17.6,1.5,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,78e21188-db3d-49ad-affc-e9d816d77110,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
18044,1702,170889,2,4.1,18,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a23daf84-2bbc-4619-aedb-968fe107e4b7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18045,1702,170890,2,6.5,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5051b14a-4d70-4c65-853c-b7fb43835088,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18046,1702,170892,2,5,20,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,05038b7d-4d33-4ac1-8b88-8a65a1f6515b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18047,1702,170892,3,5,20,1.8,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,5d97710e-fe7e-409d-8b0e-74723e2fede3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
18048,1702,170892,4,5,20,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,11b78c82-2873-4ed6-8e30-8d959b3440d7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
18049,1702,170894,2,5.9,19.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,938a8a09-8b1a-4575-a2e2-d30e4536385b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18050,1702,170896,2,3.1,19.3,1.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a5296a94-6e4d-4f2f-bdb7-137767946bca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18051,1703,170902,2,14.6,9.8,2.1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,53b73a8d-bac1-4337-b08f-01759c4b1f90,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
18052,1703,170907,2,13.3,13.8,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9857d964-db40-4a52-a1da-62b42cc26595,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18053,1703,170907,3,13.3,13.8,1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,eddf507e-c00b-4992-99e4-fd00166273da,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
18054,1703,170908,2,13.8,13.9,2.7,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e15e8f0f-1f2a-46cc-94f1-937ce5dd9af1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
18055,1703,170908,3,13.8,13.9,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0872bb07-7a8e-4670-b04c-4fb03ab98c06,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
18056,1703,170908,4,13.8,13.9,1.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,36501804-9d33-4873-9271-83b8b1dbcb9e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18057,1703,170908,5,13.8,13.9,1.1,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0f4ce185-439b-4e89-bec0-69252d33ae0f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
18058,1703,170910,2,15,13.2,2.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c368bacf-dcbc-4032-b321-c8d2a5acde2e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,24,,,
18059,1703,170910,3,15,13.2,1.8,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,5cb94709-2713-47a3-a11c-d6b99e387b33,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
18060,1703,170911,2,13.1,15,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b342bedb-dd24-45dd-8d7e-f530f86994af,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18061,1703,170913,2,17.6,11,2.4,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,96f3a3fa-2ee6-4a71-8a8b-9d82397b863e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,24,,,
18062,1703,170915,2,18.6,11.7,2.1,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,86f6679e-0ba0-43d2-adcb-555efb4bc369,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
18063,1703,170916,2,19.5,12.7,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,cdd3d962-71ee-4999-9b6c-45d37b2cb47f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18064,1703,170921,2,17.5,14,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ebefc36a-9b8f-4809-9913-0935701298e1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18065,1703,170921,3,17.5,14,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b7840073-ce56-4cfa-8b7d-cc22b5e71d90,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18066,1703,170921,4,17.5,14,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,bd79d591-0104-49a7-bdb2-8d4ea38250d2,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
18067,1703,170921,5,17.5,14,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e4dbf31b-66b2-4f59-b5c1-6276fc1baf18,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
